site,point,species,n.ind
TBABBIS,9,Pitangus sulphuratus,1
TBABBIS,9,Amazona aestiva,1
TBABBIS,9,Melanerpes cactorum,1
TBABBIS,9,Myrmorchilus strigilatus,1
TBABBIS,9,Hemitriccus margaritaceiventer,1
TBABBIS,9,Knipolegus striaticeps,1
TBABBIS,9,Patagioenas maculosa,1
TBABBIS,9,Polioptila dumicola,1
TBABBIS,9,Troglodytes aedon,1
TBABBIS,9,Phacellodomus ruber,1
TBABNU,1,Casiornis rufus,1
TBABNU,1,Leptotila verreauxi,1
TBABNU,1,Columbina picui,1
TBABNU,1,Amazona aestiva,1
TBABNU,1,Patagioenas picazuro,1
TBABNU,1,Furnarius rufus,1
TBABNU,1,Drymornis bridgesii,1
TBABNU,1,Saltator aurantiirostris,1
TBABNU,1,Lepidocolaptes angustirostris,1
TBABNU,1,Turdus amaurochalinus,1
TBABNU,1,Chunga burmeisteri,1
TBABNU,1,Asthenes baeri,1
TBABNU,1,Stigmatura budytoides,1
TBABNU,1,Pseudoseisura lophotes,1
TBABNU,1,Suiriri suiriri,1
TBABNU,1,Myiarchus tyrannulus,1
TBABNU,2,Stigmatura budytoides,1
TBABNU,2,Thectocercus acuticaudatus,1
TBABNU,2,Columbina picui,1
TBABNU,2,Amazona aestiva,1
TBABNU,2,Chunga burmeisteri,1
TBABNU,2,Myiarchus tyrannulus,1
TBABNU,2,Lepidocolaptes angustirostris,1
TBABNU,2,Furnarius rufus,1
TBABNU,2,Pseudoseisura lophotes,1
TBABNU,2,Nystalus maculatus,1
TBABNU,2,Patagioenas picazuro,1
TBABNU,2,Suiriri suiriri,1
TBABNU,2,Leptotila verreauxi,1
TBABNU,2,Xiphocolaptes major,1
TBABNU,2,Ortalis canicollis,1
TBABNU,3,Patagioenas picazuro,1
TBABNU,3,Turdus amaurochalinus,1
TBABNU,3,Amazona aestiva,1
TBABNU,3,Suiriri suiriri,1
TBABNU,3,Ortalis canicollis,1
TBABNU,3,Saltator aurantiirostris,1
TBABNU,3,Casiornis rufus,1
TBABNU,3,Furnarius rufus,1
TBABNU,3,Drymornis bridgesii,1
TBABNU,3,Heliomaster furcifer,1
TBABNU,3,Campylorhamphus trochilirostris,1
TBABNU,3,Icterus pyrrhopterus,1
TBABNU,3,Pseudoseisura lophotes,1
TBABNU,3,Campephilus leucopogon,1
TBABNU,3,Lepidocolaptes angustirostris,1
TBABNU,3,Zenaida auriculata,1
TBABNU,3,Thectocercus acuticaudatus,1
TBABNU,3,Xiphocolaptes major,1
TBABNU,4,Cacicus solitarius,1
TBABNU,4,Knipolegus striaticeps,1
TBABNU,4,Amazona aestiva,1
TBABNU,4,Myiophobus fasciatus,1
TBABNU,4,Hemitriccus margaritaceiventer,1
TBABNU,4,Turdus amaurochalinus,1
TBABNU,4,Drymornis bridgesii,1
TBABNU,4,Leptotila verreauxi,1
TBABNU,4,Stigmatura budytoides,1
TBABNU,4,Pitangus sulphuratus,1
TBABNU,4,Patagioenas picazuro,1
TBABNU,4,Suiriri suiriri,1
TBABNU,4,Furnarius rufus,1
TBABNU,4,Thectocercus acuticaudatus,1
TBABNU,5,Columbina picui,1
TBABNU,5,Furnarius rufus,1
TBABNU,5,Coryphistera alaudina,1
TBABNU,5,Melanerpes cactorum,1
TBABNU,5,Saltator aurantiirostris,1
TBABNU,5,Cranioleuca pyrrhophia,1
TBABNU,5,Asthenes baeri,1
TBABNU,5,Lepidocolaptes angustirostris,1
TBABNU,5,Campylorhamphus trochilirostris,1
TBABNU,5,Thraupis sayaca,1
TBABNU,5,Setophaga pitiayumi,1
TBABNU,6,Suiriri suiriri,1
TBABNU,6,Saltator aurantiirostris,1
TBABNU,6,Campephilus leucopogon,1
TBABNU,6,Serpophaga subcristata,1
TBABNU,6,Pitangus sulphuratus,1
TBABNU,6,Furnarius rufus,1
TBABNU,6,Lepidocolaptes angustirostris,1
TBABNU,6,Asthenes baeri,1
TBABNU,6,Knipolegus striaticeps,1
TBABNU,6,Campylorhamphus trochilirostris,1
TBABNU,6,Elaenia spectabilis,1
TBABNU,6,Setophaga pitiayumi,1
TBABNU,7,Turdus amaurochalinus,1
TBABNU,7,Hemitriccus margaritaceiventer,1
TBABNU,7,Polioptila dumicola,1
TBABNU,7,Setophaga pitiayumi,1
TBABNU,7,Myiarchus tyrannulus,1
TBABNU,7,Suiriri suiriri,1
TBABNU,7,Cyclarhis gujanensis,1
TBABNU,7,Furnarius cristatus,1
TBABNU,7,Stigmatura budytoides,1
TBABNU,7,Serpophaga subcristata,1
TBABNU,7,Leptotila verreauxi,1
TBABNU,7,Furnarius rufus,1
TBABNU,7,Cacicus solitarius,1
TBABNU,7,Colaptes melanochloros,1
TBABNU,8,Polioptila dumicola,1
TBABNU,8,Knipolegus striaticeps,1
TBABNU,8,Amazona aestiva,1
TBABNU,8,Zonotrichia capensis,1
TBABNU,8,Drymornis bridgesii,1
TBABNU,8,Hemitriccus margaritaceiventer,1
TBABNU,8,Furnarius cristatus,1
TBABNU,8,Melanerpes cactorum,1
TBABNU,8,Patagioenas picazuro,1
TBABNU,8,Setophaga pitiayumi,1
TBABNU,8,Casiornis rufus,1
TBABNU,8,Asthenes baeri,1
TBABNU,8,Cranioleuca pyrrhophia,1
TBABNU,8,Pseudoseisura lophotes,1
TBABNU,8,Turdus amaurochalinus,1
TBABNU,8,Patagioenas picazuro,1
TBABNU,9,Knipolegus striaticeps,1
TBABNU,9,Stigmatura budytoides,1
TBABNU,9,Elaenia spectabilis,1
TBABNU,9,Campephilus leucopogon,1
TBABNU,9,Furnarius rufus,1
TBABNU,9,Pitangus sulphuratus,1
TBABNU,9,Melanerpes cactorum,1
TBABNU,9,Hemitriccus margaritaceiventer,1
TBABNU,9,Suiriri suiriri,1
TBABNU,9,Asthenes baeri,1
TBABNU,9,Turdus amaurochalinus,1
TBABNU,9,Sittasomus griseicapillus,1
TBABNU,9,Casiornis rufus,1
TBABNU,9,Heliomaster furcifer,1
TBABNU,9,Cyclarhis gujanensis,1
TBABNU,9,Patagioenas maculosa,1
TBABNU,9,Paroaria coronata,1
TBABNU,9,Patagioenas picazuro,1
TBABNU,9,Amazona aestiva,1
TBABNU,9,Saltator aurantiirostris,1
Tevez,1,Myiopsitta monachus,1
Tevez,1,Patagioenas maculosa,1
Tevez,1,Patagioenas picazuro,1
Tevez,1,Crypturellus tataupa,1
Tevez,1,Xiphocolaptes major,1
Tevez,1,Suiriri suiriri,1
Tevez,1,Troglodytes aedon,1
Tevez,1,Colaptes melanochloros,1
Tevez,1,Cacicus chrysopterus,1
Tevez,1,Ortalis canicollis,1
Tevez,2,Campephilus leucopogon,1
Tevez,2,Drymornis bridgesii,1
Tevez,2,Lepidocolaptes angustirostris,1
Tevez,2,Paroaria coronata,1
Tevez,2,Patagioenas maculosa,1
Tevez,2,Pitangus sulphuratus,1
Tevez,2,Verniliornis mixtus,1
Tevez,3,Coryphistera alaudina,1
Tevez,3,Lepidocolaptes angustirostris,1
Tevez,3,Machetornis rixosa,1
Tevez,3,Myiopsitta monachus,1
Tevez,3,Ortalis canicollis,1
Tevez,3,Patagioenas cayennensis,1
Tevez,3,Patagioenas maculosa,1
Tevez,3,Pitangus sulphuratus,1
Tevez,3,Polioptila dumicola,1
Tevez,3,Suiriri suiriri,1
Tevez,4,Chunga burmeisteri,1
Tevez,4,Colaptes melanochloros,1
Tevez,4,Lepidocolaptes angustirostris,1
Tevez,4,Machetornis rixosa,1
Tevez,4,Myiopsitta monachus,1
Tevez,4,Nothoprocta cinerascens,1
Tevez,4,Ortalis canicollis,1
Tevez,4,Patagioenas maculosa,1
Tevez,4,Saltator aurantiirostris,1
Tevez,4,Stigmatura budytoides,1
Tevez,4,Suiriri suiriri,1
Tevez,5,Amazona aestiva,1
Tevez,5,Campylorhamphus trochilirostris,1
Tevez,5,Drymornis bridgesii,1
Tevez,5,Myiopsitta monachus,1
Tevez,5,Nothoprocta cinerascens,1
Tevez,5,Patagioenas maculosa,1
Tevez,5,Pitangus sulphuratus,1
Tevez,5,Pseudoseisura lophotes,1
Tevez,5,Serpophaga subcristata,1
Tevez,5,Suiriri suiriri,1
Tevez,5,Thamnophilus caerulescens,1
Tevez,5,Xiphocolaptes major,1
Tevez,6,Campephilus leucopogon,1
Tevez,6,Campylorhamphus trochilirostris,1
Tevez,6,Cranioleuca pyrrhophia,1
Tevez,6,Crypturellus tataupa,1
Tevez,6,Drymornis bridgesii,1
Tevez,6,Knipolegus striaticeps,1
Tevez,6,Lepidocolaptes angustirostris,1
Tevez,6,Myiopsitta monachus,1
Tevez,6,Patagioenas maculosa,1
Tevez,6,Stigmatura budytoides,1
Tevez,6,Suiriri suiriri,1
Tevez,6,Zonotrichia capensis,1
Tevez,7,Campylorhamphus trochilirostris,1
Tevez,7,Chunga burmeisteri,1
Tevez,7,Patagioenas maculosa,1
Tevez,7,Stigmatura budytoides,1
Tevez,7,Polioptila dumicola,1
Tevez,7,Suiriri suiriri,1
Tevez,7,Troglodytes aedon,1
Tevez,8,Thectocercus acuticaudatus,1
Tevez,8,Chunga burmeisteri,1
Tevez,8,Setophaga pitiayumi,1
Tevez,8,Patagioenas maculosa,1
Tevez,8,Pitangus sulphuratus,1
Tevez,8,Pseudoseisura lophotes,1
Tevez,8,Stigmatura budytoides,1
Tevez,8,Thamnophilus caerulescens,1
Tevez,8,Xiphocolaptes major,1
Tevez,9,Crypturellus tataupa,1
Tevez,9,Lepidocolaptes angustirostris,1
Tevez,9,Myiopsitta monachus,1
Tevez,9,Patagioenas maculosa,1
Tevez,9,Stigmatura budytoides,1
Tevez,9,Thamnophilus caerulescens,1
Tevez,9,Xiphocolaptes major,1
Tevez,9,Zonotrichia capensis,1
Ticha1-Bos,1,Turdus amaurochalinus,1
Ticha1-Bos,1,Elaenia spectabilis,1
Ticha1-Bos,1,Pitangus sulphuratus,1
Ticha1-Bos,1,Sittasomus griseicapillus,1
Ticha1-Bos,1,Hemitriccus margaritaceiventer,1
Ticha1-Bos,1,Polioptila dumicola,1
Ticha1-Bos,1,Patagioenas picazuro,1
Ticha1-Bos,1,Setophaga pitiayumi,1
Ticha1-Bos,2,Lepidocolaptes angustirostris,1
Ticha1-Bos,2,Myiarchus tyrannulus,1
Ticha1-Bos,2,Pseudoseisura lophotes,1
Ticha1-Bos,2,Chlorostilbon lucidus,1
Ticha1-Bos,2,Eudromia formosa,1
Ticha1-Bos,2,Casiornis rufus,1
Ticha1-Bos,2,Crypturellus tataupa,1
Ticha1-Bos,2,Amazona aestiva,1
Ticha1-Bos,3,Thectocercus acuticaudatus,1
Ticha1-Bos,3,Cacicus solitarius,1
Ticha1-Bos,3,Columbina picui,1
Ticha1-Bos,3,Xiphocolaptes major,1
Ticha1-Bos,3,Turdus amaurochalinus,1
Ticha1-Bos,3,Myiopsitta monachus,1
Ticha1-Bos,3,Saltator aurantiirostris,1
Ticha1-Bos,3,Pseudoseisura lophotes,1
Ticha1-Bos,3,Leptotila verreauxi,1
Ticha1-Bos,3,Furnarius rufus,1
Ticha1-Bos,3,Patagioenas picazuro,1
Ticha1-Bos,3,Coryphistera alaudina,1
Ticha1-Bos,3,Zenaida auriculata,1
Ticha1-Bos,3,Myiarchus tyrannulus,1
Ticha1-Bos,3,Stigmatura budytoides,1
Ticha1-Bos,3,Taraba major,1
Ticha1-Bos,3,Polioptila dumicola,1
Ticha1-Bos,3,Ortalis canicollis,1
Ticha1-Bos,3,Paroaria coronata,1
Ticha1-Bos,3,Pitangus sulphuratus,1
Ticha1-Bos,4,Lepidocolaptes angustirostris,1
Ticha1-Bos,4,Thraupis sayaca,1
Ticha1-Bos,4,Saltator coerulescens,1
Ticha1-Bos,4,Turdus amaurochalinus,1
Ticha1-Bos,4,Zonotrichia capensis,1
Ticha1-Bos,4,Pitangus sulphuratus,1
Ticha1-Bos,4,Crypturellus tataupa,1
Ticha1-Bos,4,Ortalis canicollis,1
Ticha1-Bos,4,Heliomaster furcifer,1
Ticha1-Bos,4,Pipraeidea bonariensis,1
Ticha1-Bos,4,Campephilus leucopogon,1
Ticha1-Bos,4,Saltator aurantiirostris,1
Ticha1-Bos,4,Icterus pyrrhopterus,1
Ticha1-Bos,4,Furnarius rufus,1
Ticha1-Bos,4,Setophaga pitiayumi,1
Ticha1-Bos,5,Casiornis rufus,1
Ticha1-Bos,5,Myiarchus tyrannulus,1
Ticha1-Bos,5,Suiriri suiriri,1
Ticha1-Bos,5,Hemitriccus margaritaceiventer,1
Ticha1-Bos,5,Elaenia spectabilis,1
Ticha1-Bos,5,Saltator aurantiirostris,1
Ticha1-Bos,6,Ortalis canicollis,1
Ticha1-Bos,6,Saltator coerulescens,1
Ticha1-Bos,6,Thraupis sayaca,1
Ticha1-Bos,6,Zonotrichia capensis,1
Ticha1-Bos,6,Pitangus sulphuratus,1
Ticha1-Bos,6,Taraba major,1
Ticha1-Bos,6,Patagioenas picazuro,1
Ticha1-Bos,6,Thamnophilus caerulescens,1
Ticha1-Bos,6,Poospiza melanoleuca,1
Ticha1-Bos,6,Icterus pyrrhopterus,1
Ticha1-Bos,6,Chunga burmeisteri,1
Ticha1-Bos,6,Stigmatura budytoides,1
Ticha1-Bos,6,Molothrus rufoaxillaris,1
Ticha1-Bos,6,Cranioleuca pyrrhophia,1
Ticha1-Bos,6,Crypturellus tataupa,1
Ticha1-Bos,6,Furnarius cristatus,1
Ticha1-Bos,6,Verniliornis mixtus,1
Ticha1-Bos,6,Suiriri suiriri,1
Ticha1-Bos,6,Myiopsitta monachus,1
Ticha1-Bos,6,Theristicus caerulescens,1
Ticha1-Bos,7,Ortalis canicollis,1
Ticha1-Bos,7,Pitangus sulphuratus,1
Ticha1-Bos,7,Furnarius rufus,1
Ticha1-Bos,7,Turdus amaurochalinus,1
Ticha1-Bos,7,Elaenia spectabilis,1
Ticha1-Bos,7,Saltator coerulescens,1
Ticha1-Bos,7,Columbina picui,1
Ticha1-Bos,7,Saltator aurantiirostris,1
Ticha1-Bos,7,Verniliornis mixtus,1
Ticha1-Bos,7,Paroaria coronata,1
Ticha1-Bos,7,Pipraeidea bonariensis,1
Ticha1-Bos,7,Thraupis sayaca,1
Ticha1-Bos,7,Zonotrichia capensis,1
Ticha1-Bos,7,Coryphistera alaudina,1
Ticha1-Bos,7,Sporophila lineola,1
Ticha1-Bos,7,Cranioleuca pyrrhophia,1
Ticha1-Bos,8,Saltator aurantiirostris,1
Ticha1-Bos,8,Nystalus maculatus,1
Ticha1-Bos,8,Pitangus sulphuratus,1
Ticha1-Bos,8,Cranioleuca pyrrhophia,1
Ticha1-Bos,9,Saltator aurantiirostris,1
Ticha1-Bos,9,Patagioenas picazuro,1
Ticha1-Bos,9,Turdus amaurochalinus,1
Ticha1-Bos,9,Lepidocolaptes angustirostris,1
Ticha1-Bos,9,Tapera naevia,1
Ticha1-Bos,9,Pitangus sulphuratus,1
Ticha1-Bos,9,Chunga burmeisteri,1
Ticha1-Bos,9,Furnarius cristatus,1
Ticha1-Bos,9,Cranioleuca pyrrhophia,1
Ticha1-Bos,9,Nystalus maculatus,1
Ticha1-Bos,9,Myiopsitta monachus,1
Ticha1-Bos,9,Zonotrichia capensis,1
Ticha1-Bos,9,Crypturellus tataupa,1
Ticha1-Bos,9,Saltator aurantiirostris,1
Ticha2-Bos,1,Drymornis bridgesii,1
Ticha2-Bos,1,Turdus amaurochalinus,1
Ticha2-Bos,1,Myiopsitta monachus,1
Ticha2-Bos,1,Zenaida auriculata,1
Ticha2-Bos,1,Troglodytes aedon,1
Ticha2-Bos,1,Ortalis canicollis,1
Ticha2-Bos,1,Columbina picui,1
Ticha2-Bos,1,Lepidocolaptes angustirostris,1
Ticha2-Bos,1,Campylorhamphus trochilirostris,1
Ticha2-Bos,1,Leptotila verreauxi,1
Ticha2-Bos,1,Cyanocorax chrysops,1
Ticha2-Bos,1,Thamnophilus caerulescens,1
Ticha2-Bos,1,Patagioenas picazuro,1
Ticha2-Bos,1,Amazona aestiva,1
Ticha2-Bos,1,Nothoprocta cinerascens,1
Ticha2-Bos,1,Crypturellus tataupa,1
Ticha2-Bos,2,Suiriri suiriri,1
Ticha2-Bos,2,Lepidocolaptes angustirostris,1
Ticha2-Bos,2,Ortalis canicollis,1
Ticha2-Bos,2,Thectocercus acuticaudatus,1
Ticha2-Bos,2,Patagioenas picazuro,1
Ticha2-Bos,2,Turdus amaurochalinus,1
Ticha2-Bos,2,Myiopsitta monachus,1
Ticha2-Bos,2,Campylorhamphus trochilirostris,1
Ticha2-Bos,2,Pitangus sulphuratus,1
Ticha2-Bos,2,Cyanocorax chrysops,1
Ticha2-Bos,2,Stigmatura budytoides,1
Ticha2-Bos,2,Nothoprocta cinerascens,1
Ticha2-Bos,2,Saltator aurantiirostris,1
Ticha2-Bos,2,Nystalus maculatus,1
Ticha2-Bos,2,Cyclarhis gujanensis,1
Ticha2-Bos,2,Furnarius rufus,1
Ticha2-Bos,3,Melanerpes cactorum,1
Ticha2-Bos,3,Nystalus maculatus,1
Ticha2-Bos,3,Xiphocolaptes major,1
Ticha2-Bos,3,Pitangus sulphuratus,1
Ticha2-Bos,3,Drymornis bridgesii,1
Ticha2-Bos,3,Ortalis canicollis,1
Ticha2-Bos,3,Leptotila verreauxi,1
Ticha2-Bos,3,Patagioenas picazuro,1
Ticha2-Bos,3,Saltator aurantiirostris,1
Ticha2-Bos,3,Cyclarhis gujanensis,1
Ticha2-Bos,3,Cacicus solitarius,1
Ticha2-Bos,3,Furnarius rufus,1
Ticha2-Bos,3,Myiopsitta monachus,1
Ticha2-Bos,3,Amazona aestiva,1
Ticha2-Bos,3,Nystalus maculatus,1
Ticha2-Bos,3,Myiarchus tyrannulus,1
Ticha2-Bos,3,Turdus amaurochalinus,1
Ticha2-Bos,3,Pipraeidea bonariensis,1
Ticha2-Bos,3,Chunga burmeisteri,1
Ticha2-Bos,3,Cyanocorax chrysops,1
Ticha2-Bos,3,Stigmatura budytoides,1
Ticha2-Bos,3,Myiophobus fasciatus,1
Ticha2-Bos,4,Pitangus sulphuratus,1
Ticha2-Bos,4,Turdus amaurochalinus,1
Ticha2-Bos,4,Nothoprocta cinerascens,1
Ticha2-Bos,4,Hemitriccus margaritaceiventer,1
Ticha2-Bos,4,Campylorhamphus trochilirostris,1
Ticha2-Bos,4,Zenaida auriculata,1
Ticha2-Bos,4,Columbina picui,1
Ticha2-Bos,4,Leptotila verreauxi,1
Ticha2-Bos,4,Zonotrichia capensis,1
Ticha2-Bos,4,Crypturellus tataupa,1
Ticha2-Bos,4,Myiopsitta monachus,1
Ticha2-Bos,4,Amazona aestiva,1
Ticha2-Bos,4,Saltator aurantiirostris,1
Ticha2-Bos,4,Ortalis canicollis,1
Ticha2-Bos,4,Taraba major,1
Ticha2-Bos,4,Hylocharis chrysura,1
Ticha2-Bos,4,Suiriri suiriri,1
Ticha2-Bos,4,Caracara plancus,1
Ticha2-Bos,5,Taraba major,1
Ticha2-Bos,5,Zonotrichia capensis,1
Ticha2-Bos,5,Troglodytes aedon,1
Ticha2-Bos,5,Hemitriccus margaritaceiventer,1
Ticha2-Bos,5,Campylorhamphus trochilirostris,1
Ticha2-Bos,5,Hylocharis chrysura,1
Ticha2-Bos,5,Thraupis sayaca,1
Ticha2-Bos,5,Paroaria coronata,1
Ticha2-Bos,5,Saltator coerulescens,1
Ticha2-Bos,5,Cranioleuca pyrrhophia,1
Ticha2-Bos,5,Ortalis canicollis,1
Ticha2-Bos,5,Turdus rufiventris,1
Ticha2-Bos,5,Stigmatura budytoides,1
Ticha2-Bos,5,Agelaioides badius,1
Ticha2-Bos,6,Hemitriccus margaritaceiventer,1
Ticha2-Bos,6,Elaenia spectabilis,1
Ticha2-Bos,6,Saltator aurantiirostris,1
Ticha2-Bos,6,Turdus amaurochalinus,1
Ticha2-Bos,6,Patagioenas picazuro,1
Ticha2-Bos,6,Lepidocolaptes angustirostris,1
Ticha2-Bos,6,Furnarius rufus,1
Ticha2-Bos,6,Setophaga pitiayumi,1
Ticha2-Bos,6,Melanerpes cactorum,1
Ticha2-Bos,6,Knipolegus striaticeps,1
Ticha2-Bos,6,Cyclarhis gujanensis,1
Ticha2-Bos,7,Thamnophilus caerulescens,1
Ticha2-Bos,7,Saltator coerulescens,1
Ticha2-Bos,7,Taraba major,1
Ticha2-Bos,7,Amazona aestiva,1
Ticha2-Bos,7,Turdus amaurochalinus,1
Ticha2-Bos,7,Saltator aurantiirostris,1
Ticha2-Bos,7,Hemitriccus margaritaceiventer,1
Ticha2-Bos,7,Zonotrichia capensis,1
Ticha2-Bos,7,Patagioenas maculosa,1
Ticha2-Bos,7,Pitangus sulphuratus,1
Ticha2-Bos,8,Saltator coerulescens,1
Ticha2-Bos,8,Pitangus sulphuratus,1
Ticha2-Bos,8,Furnarius cristatus,1
Ticha2-Bos,8,Turdus amaurochalinus,1
Ticha2-Bos,8,Campylorhamphus trochilirostris,1
Ticha2-Bos,8,Polioptila dumicola,1
Ticha2-Bos,8,Lepidocolaptes angustirostris,1
Ticha2-Bos,8,Thamnophilus caerulescens,1
Ticha2-Bos,8,Nothoprocta cinerascens,1
Ticha2-Bos,8,Saltator aurantiirostris,1
Ticha2-Bos,8,Elaenia spectabilis,1
Ticha2-Bos,8,Cacicus solitarius,1
Ticha2-Bos,9,Zonotrichia capensis,1
Ticha2-Bos,9,Turdus amaurochalinus,1
Ticha2-Bos,9,Elaenia spectabilis,1
Ticha2-Bos,9,Ortalis canicollis,1
Ticha2-Bos,9,Furnarius cristatus,1
Ticha2-Bos,9,Hemitriccus margaritaceiventer,1
Ticha2-Bos,9,Saltator coerulescens,1
Ticha2-Bos,9,Saltator aurantiirostris,1
Ticha2-Bos,9,Cacicus solitarius,1
toba,1,Mimus saturninus,1
toba,1,Patagioenas maculosa,1
toba,1,Zenaida auriculata,1
toba,1,Sicalis flaveola,1
toba,1,Troglodytes aedon,1
toba,1,Columbina picui,1
toba,1,Ammodramus humeralis,1
toba,1,Falco sparverius,1
toba,2,Guira guira,1
toba,2,Ammodramus humeralis,1
toba,2,Caracara plancus,1
toba,2,Nothura maculosa,1
toba,3,Coryphistera alaudina,1
toba,3,Guira guira,1
toba,3,Embernagra platensis,1
toba,3,Saltatricula multicolor,1
toba,3,Zonotrichia capensis,1
toba,3,Sicalis flaveola,1
toba,3,Caracara plancus,1
toba,3,Zenaida auriculata,1
toba,3,Columbina picui,1
toba,3,Ammodramus humeralis,1
toba,3,Stigmatura budytoides,1
toba,3,Myiophobus fasciatus,1
toba,4,Tapera naevia,1
toba,4,Campylorhamphus trochilirostris,1
toba,4,Zenaida auriculata,1
toba,4,Patagioenas maculosa,1
toba,4,Nothoprocta cinerascens,1
toba,5,Myiopsitta monachus,1
toba,5,Zenaida auriculata,1
toba,5,Rhynchospiza strigiceps,1
toba,6,Patagioenas maculosa,1
toba,6,Guira guira,1
toba,6,Melanopareia maximiliani,1
toba,6,Ortalis canicollis,1
toba,6,Crypturellus tataupa,1
toba,6,Crotophaga ani,1
toba,6,Falco sparverius,1
toba,6,Falco femoralis,1
toba,6,Xolmis irupero,1
toba,7,Guira guira,1
toba,7,Falco sparverius,1
toba,7,Cyanocorax chrysops,1
toba,7,Embernagra platensis,1
toba,8,Embernagra platensis,1
toba,8,Ammodramus humeralis,1
toba,8,Nothoprocta cinerascens,1
toba,8,Saltatricula multicolor,1
toba,8,Zenaida auriculata,1
toba,8,Patagioenas maculosa,1
toba,8,Guira guira,1
toba,8,Zenaida auriculata,1
toba,8,Coragyps atratus,1
toba,8,Parabuteo unicinctus,1
toba,8,Geranoaetus albicaudatus,1
toba,9,Embernagra platensis,1
toba,9,Nothoprocta cinerascens,1
toba,9,Ammodramus humeralis,1
toba,9,Patagioenas picazuro,1
toba,9,Saltatricula multicolor,1
toba,9,Rhea americana,1
toba,9,Thectocercus acuticaudatus,1
Torres,1,Stigmatura budytoides,2
Torres,1,Myrmorchilus strigilatus,1
Torres,2,Zenaida auriculata,2
Torres,2,Patagioenas maculosa,3
Torres,2,Furnarius cristatus,2
Torres,2,Amazona aestiva,2
Torres,2,Thectocercus acuticaudatus,5
Torres,2,Ortalis canicollis,3
Torres,2,Busarellus nigricollis,1
Torres,3,Zonotrichia capensis,2
Torres,3,Fluvicola pica,3
Torres,3,Furnarius rufus,2
Torres,3,Saltator aurantiirostris,1
Torres,3,Melanerpes cactorum,1
Torres,3,Lepidocolaptes angustirostris,1
Torres,3,Setophaga pitiayumi,2
Torres,3,Serpophaga subcristata,1
Torres,3,Phacellodomus rufifrons,2
Torres,3,Taraba major,2
Torres,4,Rupornis magnirostris,1
Torres,4,Coryphospingus cucullatus,1
Torres,4,Zonotrichia capensis,7
Torres,4,Fluvicola pica,6
Torres,4,Hylocharis chrysura,1
Torres,4,Saltator aurantiirostris,1
Torres,4,Lepidocolaptes angustirostris,1
Torres,4,Setophaga pitiayumi,1
Torres,4,Polioptila dumicola,1
Torres,4,Columbina talpacoti,1
Torres,4,Thectocercus acuticaudatus,5
Torres,4,Campephilus leucopogon,2
Torres,4,Phacellodomus rufifrons,1
Torres,4,Ortalis canicollis,2
Torres,4,Crotophaga ani,3
Torres,4,Agelasticus thilius,1
Torres,5,Suiriri suiriri,1
Torres,5,Zonotrichia capensis,1
Torres,5,Fluvicola pica,11
Torres,5,Asthenes baeri,1
Torres,5,Furnarius cristatus,1
Torres,5,Polioptila dumicola,2
Torres,5,Amazona aestiva,8
Torres,5,Cyanocorax chrysops,1
Torres,5,Ortalis canicollis,2
Torres,6,Patagioenas maculosa,2
Torres,6,Phacellodomus sibilatrix,1
Torres,6,Stigmatura budytoides,2
Torres,6,Saltator aurantiirostris,1
Torres,6,Cyclarhis gujanensis,1
Torres,6,Setophaga pitiayumi,3
Torres,6,Serpophaga subcristata,1
Torres,6,Drymornis bridgesii,1
Torres,6,Thraupis sayaca,2
Torres,6,Ortalis canicollis,3
Trebol1,1,Thectocercus acuticaudatus,1
Trebol1,1,Crypturellus tataupa,1
Trebol1,1,Chlorostilbon lucidus,1
Trebol1,1,Heliomaster furcifer,1
Trebol1,1,Thamnophilus caerulescens,1
Trebol1,1,Myiopsitta monachus,1
Trebol1,1,Stigmatura budytoides,1
Trebol1,1,Amazona aestiva,1
Trebol1,1,Poospiza melanoleuca,1
Trebol1,1,Furnarius rufus,1
Trebol1,1,Molothrus bonariensis,1
Trebol1,1,Elaenia spectabilis,1
Trebol1,1,Saltator aurantiirostris,1
Trebol1,2,Crypturellus tataupa,1
Trebol1,2,Drymornis bridgesii,1
Trebol1,2,Lepidocolaptes angustirostris,1
Trebol1,2,Saltator aurantiirostris,1
Trebol1,2,Polioptila dumicola,1
Trebol1,2,Cranioleuca pyrrhophia,1
Trebol1,2,Myiarchus tyrannulus,1
Trebol1,2,Amazona aestiva,1
Trebol1,2,Thamnophilus caerulescens,1
Trebol1,2,Furnarius rufus,1
Trebol1,2,Poospiza melanoleuca,1
Trebol1,2,Stigmatura budytoides,1
Trebol1,2,Asthenes baeri,1
Trebol1,2,Saltatricula multicolor,1
Trebol1,3,Icterus pyrrhopterus,1
Trebol1,3,Polioptila dumicola,1
Trebol1,3,Furnarius rufus,1
Trebol1,3,Ortalis canicollis,1
Trebol1,3,Amazona aestiva,1
Trebol1,3,Thamnophilus caerulescens,1
Trebol1,3,Crypturellus tataupa,1
Trebol1,3,Myiopsitta monachus,1
Trebol1,3,Pitangus sulphuratus,1
Trebol1,3,Stigmatura budytoides,1
Trebol1,3,Hemitriccus margaritaceiventer,1
Trebol1,4,Crypturellus tataupa,1
