site,point,species,n.ind
Leonera,2,Setophaga pitiayumi,2
Leonera,2,Polioptila dumicola,1
Leonera,2,Sittasomus griseicapillus,1
Leonera,3,Suiriri suiriri,1
Leonera,3,Zenaida auriculata,3
Leonera,3,Columbina picui,2
Leonera,3,Mimus saturninus,2
Leonera,3,Zonotrichia capensis,2
Leonera,3,Fluvicola pica,1
Leonera,3,Coryphistera alaudina,11
Leonera,3,Xolmis irupero,1
Leonera,3,Furnarius rufus,2
Leonera,3,Polioptila dumicola,1
Leonera,3,Piculus chrysochloros,2
Leonera,4,Rupornis magnirostris,1
Leonera,4,Buteogallus meridionalis,2
Leonera,4,Saltatricula multicolor,2
Leonera,4,Sicalis luteola,4
Leonera,4,Coryphistera alaudina,10
Leonera,4,Pseudoseisura lophotes,2
Leonera,4,Serpophaga subcristata,1
Leonera,4,Amazona aestiva,5
Leonera,5,Suiriri suiriri,1
Leonera,5,Patagioenas maculosa,2
Leonera,5,Myiopsitta monachus,3
Leonera,5,Saltatricula multicolor,2
Leonera,5,Zonotrichia capensis,9
Leonera,5,Fluvicola pica,5
Leonera,5,Coryphistera alaudina,4
Leonera,5,Paroaria coronata,5
Leonera,5,Icterus pyrrhopterus,3
Leonera,5,Amazona aestiva,2
Leonera,6,Suiriri suiriri,1
Leonera,6,Zenaida auriculata,13
Leonera,6,Theristicus caudatus,1
Leonera,6,Myiopsitta monachus,1
Leonera,6,Zonotrichia capensis,2
Leonera,6,Fluvicola pica,5
Leonera,6,Coryphistera alaudina,6
Leonera,6,Xolmis irupero,2
Leonera,6,Paroaria coronata,4
Leonera,6,Furnarius rufus,2
Leonera,6,Melanerpes cactorum,1
Leonera,6,Lepidocolaptes angustirostris,1
Leonera,6,Furnarius cristatus,2
Leonera,6,Serpophaga subcristata,1
Leonera,6,Amazona aestiva,2
Leonera,6,Columbina talpacoti,1
liag1,1,Theristicus caudatus,1
liag1,1,Ammodramus humeralis,1
liag1,1,Zenaida auriculata,1
liag1,1,Rhea americana,1
liag1,2,Caracara plancus,1
liag1,2,Ammodramus humeralis,1
liag1,2,Rhea americana,1
liag1,2,Theristicus caudatus,1
liag1,3,Caracara plancus,1
liag1,3,Ammodramus humeralis,1
liag1,3,Geranospiza caerulescens,1
liag1,3,Zenaida auriculata,1
liag1,4,Zenaida auriculata,1
liag1,4,Rhynchospiza strigiceps,1
liag1,4,Ammodramus humeralis,1
liag1,4,Cathartes aura,1
liag1,4,Syrigma sibilatrix,1
liag1,5,Caracara plancus,1
liag1,5,Geranospiza caerulescens,1
liag1,5,Ammodramus humeralis,1
liag1,5,Theristicus caudatus,1
liag1,6,Parabuteo unicinctus,1
liag1,6,Caracara plancus,1
liag1,6,Ammodramus humeralis,1
liag1,6,Mycteria americana,1
liag1,7,Syrigma sibilatrix,1
liag1,7,Zenaida auriculata,1
liag1,7,Campylorhamphus trochilirostris,1
liag1,7,Caracara plancus,1
liag1,7,Ammodramus humeralis,1
liag1,7,Thectocercus acuticaudatus,1
liag1,7,Suiriri suiriri,1
liag1,7,Thamnophilus caerulescens,1
liag1,7,Rhinocrypta lanceolata,1
liag1,8,Syrigma sibilatrix,1
liag1,8,Saltator coerulescens,1
liag1,8,Zenaida auriculata,1
liag1,8,Saltator aurantiirostris,1
liag1,8,Pitangus sulphuratus,1
liag1,8,Myiopsitta monachus,1
liag1,8,Tarphonomus certhioides,1
liag1,8,Zonotrichia capensis,1
liag1,8,Taraba major,1
liag1,9,Myiopsitta monachus,1
liag1,9,Theristicus caudatus,1
liag1,9,Caracara plancus,1
liag1,9,Pitangus sulphuratus,1
liag1,9,Platalea ajaja,1
liag1,9,Ardea alba,1
liag1,9,Columbina picui,1
liag1,9,Rostrhamus sociabilis,1
liag1,9,Ortalis canicollis,1
liag1,9,Amazona aestiva,1
liag1,9,Rupornis magnirostris,1
liag1,9,Rhea americana,1
liag2,1,Zenaida auriculata,1
liag2,1,Columbina picui,1
liag2,1,Nothoprocta cinerascens,1
liag2,1,Anthus lutescens,1
liag2,2,Buteogallus meridionalis,1
liag2,2,Theristicus caudatus,1
liag2,2,Caracara plancus,1
liag2,2,Sarkidiornis melanotos,1
liag2,2,Zenaida auriculata,1
liag2,2,Ammodramus humeralis,1
liag2,2,Falco femoralis,1
liag2,3,Rostrhamus sociabilis,1
liag2,3,Ammodramus humeralis,1
liag2,3,Zenaida auriculata,1
liag2,4,Columbina talpacoti,1
liag2,4,Columbina picui,1
liag2,4,Zenaida auriculata,1
liag2,4,Buteogallus meridionalis,1
liag2,4,Ammodramus humeralis,1
liag2,5,Columbina picui,1
liag2,6,Troglodytes aedon,1
liag2,6,Ciconia maguari,1
liag2,6,Buteogallus meridionalis,1
liag2,6,Ammodramus humeralis,1
liag2,6,Theristicus caudatus,1
liag2,6,Zenaida auriculata,1
liag2,7,NA,0
liag2,8,Ardea alba,1
liag2,8,Platalea ajaja,1
liag2,8,Zenaida auriculata,1
liag2,8,Caracara plancus,1
liag2,8,Pitangus sulphuratus,1
liag2,8,Zenaida auriculata,1
liag2,8,Ammodramus humeralis,1
liag2,8,Syrigma sibilatrix,1
liag2,8,Lophonetta specularioides,1
liag2,8,Lepidocolaptes angustirostris,1
liag2,8,Pseudoseisura lophotes,1
liag2,8,Ortalis canicollis,1
liag2,9,Rupornis magnirostris,1
liag2,9,Caracara plancus,1
liag2,9,Rhea americana,1
liag2,9,Anthus lutescens,1
liag2,9,Pitangus sulphuratus,1
liag2,9,Theristicus caudatus,1
liag2,9,Amazona aestiva,1
liag2,9,Geranoaetus melanoleucus,1
liag2,9,Zenaida auriculata,1
liag2,9,Milvago chimango,1
liag2,9,Furnarius rufus,1
liag2,9,Sicalis flaveola,1
liag2,9,Falco femoralis,1
liag2,9,Patagioenas picazuro,1
liag2,9,Zenaida auriculata,1
liag2,9,Columbina picui,1
liag2,9,Theristicus caudatus,1
liag2,9,Columbina talpacoti,1
liag2,9,Zonotrichia capensis,1
loro1,1,Sarcoramphus papa,1
loro1,1,Coragyps atratus,1
loro1,1,Polioptila dumicola,1
loro1,1,Patagioenas maculosa,1
loro1,1,Poospiza melanoleuca,1
loro1,2,Polioptila dumicola,1
loro1,2,Hemitriccus margaritaceiventer,1
loro1,2,Patagioenas maculosa,1
loro1,2,Icterus pyrrhopterus,1
loro1,3,Cyclarhis gujanensis,1
loro1,3,Turdus amaurochalinus,1
loro1,3,Patagioenas maculosa,1
loro1,3,Pyrocephalus rubinus,1
loro1,4,Lepidocolaptes angustirostris,1
loro1,4,Colaptes melanochloros,1
loro1,4,Polioptila dumicola,1
loro1,4,Hemitriccus margaritaceiventer,1
loro1,5,Serpophaga subcristata,1
loro1,5,Polioptila dumicola,1
loro1,5,Piranga flava,1
loro1,5,Cathartes aura,1
loro1,5,Zenaida auriculata,1
loro1,5,Patagioenas maculosa,1
loro1,6,Patagioenas maculosa,1
loro1,6,Stigmatura budytoides,1
loro1,6,Thamnophilus caerulescens,1
loro1,6,Furnarius rufus,1
loro1,6,Cranioleuca pyrrhophia,1
loro1,6,Chunga burmeisteri,1
loro1,6,Chaetura meridionalis,1
loro1,7,Cathartes aura,1
loro1,7,Patagioenas maculosa,1
loro1,7,Chlorostilbon lucidus,1
loro1,7,Coragyps atratus,1
loro1,7,Polioptila dumicola,1
loro1,7,Thamnophilus caerulescens,1
loro1,8,Patagioenas maculosa,1
loro1,8,Stigmatura budytoides,1
loro1,8,Polioptila dumicola,1
loro1,8,Elaenia spectabilis,1
loro1,9,Setophaga pitiayumi,1
loro1,9,Stigmatura budytoides,1
loro1,9,Patagioenas maculosa,1
loro1,9,Cranioleuca pyrrhophia,1
loro1,9,Cathartes aura,1
loro1,9,Leptotila verreauxi,1
loro2,1,Pyrocephalus rubinus,1
loro2,1,Poospiza melanoleuca,1
loro2,1,Polioptila dumicola,1
loro2,1,Setophaga pitiayumi,1
loro2,1,Patagioenas maculosa,1
loro2,2,Leptotila verreauxi,1
loro2,2,Suiriri suiriri,1
loro2,2,Drymornis bridgesii,1
loro2,2,Coryphistera alaudina,1
loro2,2,Verniliornis mixtus,1
loro2,2,Polioptila dumicola,1
loro2,3,Poospiza melanoleuca,1
loro2,3,Hemitriccus margaritaceiventer,1
loro2,3,Troglodytes aedon,1
loro2,3,Pyrocephalus rubinus,1
loro2,3,Polioptila dumicola,1
loro2,4,Polioptila dumicola,1
loro2,4,Patagioenas maculosa,1
loro2,5,Setophaga pitiayumi,1
loro2,5,Lepidocolaptes angustirostris,1
loro2,5,Turdus amaurochalinus,1
loro2,5,Patagioenas maculosa,1
loro2,5,Dryocopus schulzi,1
loro2,5,Synallaxis albescens,1
loro2,5,Serpophaga subcristata,1
loro2,5,Sublegatus modestus,1
loro2,6,Dryocopus schulzi,1
loro2,6,Stigmatura budytoides,1
loro2,6,Poospiza melanoleuca,1
loro2,6,Patagioenas maculosa,1
loro2,6,Polioptila dumicola,1
loro2,6,Chaetura meridionalis,1
loro2,7,Saltator aurantiirostris,1
loro2,7,Patagioenas maculosa,1
loro2,7,Zonotrichia capensis,1
loro2,7,Stigmatura budytoides,1
loro2,7,Coryphospingus cucullatus,1
loro2,7,Saltatricula multicolor,1
loro2,8,Heliomaster furcifer,1
loro2,8,Patagioenas maculosa,1
loro2,8,Zenaida auriculata,1
loro2,8,Troglodytes aedon,1
loro2,8,Serpophaga subcristata,1
loro2,8,Zonotrichia capensis,1
loro2,8,Pyrocephalus rubinus,1
loro2,8,Myrmorchilus strigilatus,1
loro2,9,Drymornis bridgesii,1
loro2,9,Heliomaster furcifer,1
lote27_1,1,Patagioenas picazuro,1
lote27_1,1,Cacicus chrysopterus,1
lote27_1,1,Chlorostilbon lucidus,1
lote27_1,1,Hemitriccus margaritaceiventer,1
lote27_1,1,Cyclarhis gujanensis,1
lote27_1,1,Egretta thula,1
lote27_1,2,Chunga burmeisteri,1
lote27_1,2,Icterus pyrrhopterus,1
lote27_1,2,Campephilus leucopogon,1
lote27_1,2,Thamnophilus caerulescens,1
lote27_1,2,Hemitriccus margaritaceiventer,1
lote27_1,2,Lepidocolaptes angustirostris,1
lote27_1,3,Patagioenas picazuro,1
lote27_1,3,Poospiza melanoleuca,1
lote27_1,3,Cranioleuca pyrrhophia,1
lote27_1,3,Polioptila dumicola,1
lote27_1,3,Hemitriccus margaritaceiventer,1
lote27_1,4,Patagioenas cayennensis,1
lote27_1,4,Patagioenas picazuro,1
lote27_1,4,Stigmatura budytoides,1
lote27_1,4,Suiriri suiriri,1
lote27_1,5,Rupornis magnirostris,1
lote27_1,5,Patagioenas maculosa,1
lote27_1,5,Cranioleuca pyrrhophia,1
lote27_1,5,Lepidocolaptes angustirostris,1
lote27_1,5,Cacicus solitarius,1
lote27_1,5,Campephilus leucopogon,1
lote27_1,5,Amazona aestiva,1
lote27_1,5,Thamnophilus caerulescens,1
lote27_1,5,Hemitriccus margaritaceiventer,1
lote27_1,5,Myiopsitta monachus,1
lote27_1,6,Patagioenas maculosa,1
lote27_1,6,Sittasomus griseicapillus,1
lote27_1,6,Cacicus solitarius,1
lote27_1,6,Colaptes melanochloros,1
lote27_1,6,Thamnophilus caerulescens,1
lote27_1,7,Rupornis magnirostris,1
lote27_1,7,Patagioenas maculosa,1
lote27_1,7,Sittasomus griseicapillus,1
lote27_1,7,Lepidocolaptes angustirostris,1
lote27_1,7,Icterus pyrrhopterus,1
lote27_1,7,Melanerpes cactorum,1
lote27_1,7,Thamnophilus caerulescens,1
lote27_1,7,Chlorostilbon lucidus,1
lote27_1,7,Troglodytes aedon,1
lote27_1,7,Stigmatura budytoides,1
lote27_1,7,Cacicus chrysopterus,1
lote27_1,8,Patagioenas maculosa,1
lote27_1,8,Cranioleuca pyrrhophia,1
lote27_1,8,Furnarius rufus,1
lote27_1,8,Setophaga pitiayumi,1
lote27_1,8,Polioptila dumicola,1
lote27_1,8,Thamnophilus caerulescens,1
lote27_1,8,Chlorostilbon lucidus,1
lote27_1,8,Hemitriccus margaritaceiventer,1
lote27_1,8,Stigmatura budytoides,1
lote27_1,9,Patagioenas maculosa,1
lote27_1,9,Myiopsitta monachus,1
lote27_1,9,Amazona aestiva,1
lote27_1,9,Thamnophilus caerulescens,1
lote27_1,9,Stigmatura budytoides,1
lote27_2,1,Rupornis magnirostris,1
lote27_2,1,Patagioenas maculosa,1
lote27_2,1,Drymornis bridgesii,1
lote27_2,1,Amazona aestiva,1
lote27_2,1,Turdus amaurochalinus,1
lote27_2,1,Hemitriccus margaritaceiventer,1
lote27_2,1,Stigmatura budytoides,1
lote27_2,1,Pitangus sulphuratus,1
lote27_2,2,Patagioenas maculosa,1
lote27_2,2,Furnarius rufus,1
lote27_2,2,Drymornis bridgesii,1
lote27_2,2,Lepidocolaptes angustirostris,1
lote27_2,2,Campephilus leucopogon,1
lote27_2,2,Thamnophilus caerulescens,1
lote27_2,2,Saltator aurantiirostris,1
lote27_2,2,Chlorostilbon lucidus,1
lote27_2,2,Hemitriccus margaritaceiventer,1
lote27_2,2,Pitangus sulphuratus,1
lote27_2,2,Serpophaga subcristata,1
lote27_2,3,Patagioenas maculosa,1
lote27_2,3,Setophaga pitiayumi,1
lote27_2,3,Myiopsitta monachus,1
lote27_2,3,Thamnophilus caerulescens,1
lote27_2,3,Hemitriccus margaritaceiventer,1
lote27_2,3,Pitangus sulphuratus,1
lote27_2,3,Nystalus maculatus,1
lote27_2,4,Patagioenas maculosa,1
lote27_2,4,Cranioleuca pyrrhophia,1
lote27_2,4,Amazona aestiva,1
lote27_2,5,Coragyps atratus,1
lote27_2,5,Patagioenas cayennensis,1
lote27_2,5,Callonetta leucophrys,1
lote27_2,5,Amazona aestiva,1
lote27_2,5,Chlorostilbon lucidus,1
lote27_2,5,Hemitriccus margaritaceiventer,1
lote27_2,5,Stigmatura budytoides,1
lote27_2,5,Icterus pyrrhopterus,1
lote27_2,6,Patagioenas picazuro,1
lote27_2,6,Leptotila verreauxi,1
lote27_2,6,Cyanocorax chrysops,1
lote27_2,6,Guira guira,1
lote27_2,6,Furnarius cristatus,1
lote27_2,6,Pseudoseisura lophotes,1
lote27_2,6,Cacicus solitarius,1
lote27_2,6,Campephilus leucopogon,1
lote27_2,6,Thectocercus acuticaudatus,1
lote27_2,6,Hemitriccus margaritaceiventer,1
lote27_2,6,Thamnophilus caerulescens,1
lote27_2,6,Campylorhamphus trochilirostris,1
lote27_2,7,Coragyps atratus,1
lote27_2,7,Patagioenas picazuro,1
lote27_2,7,Amazona aestiva,1
lote27_2,7,Turdus amaurochalinus,1
lote27_2,7,Hemitriccus margaritaceiventer,1
lote27_2,7,Pitangus sulphuratus,1
lote27_2,7,Poospiza melanoleuca,1
lote27_2,8,Coragyps atratus,1
lote27_2,8,Hemitriccus margaritaceiventer,1
lote27_2,8,Melanerpes cactorum,1
lote27_2,9,Patagioenas cayennensis,1
lote27_2,9,Patagioenas picazuro,1
lote27_2,9,Pseudoseisura lophotes,1
lote27_2,9,Campephilus leucopogon,1
lote27_2,9,Amazona aestiva,1
lote27_2,9,Hemitriccus margaritaceiventer,1
lote27_2,9,Melanerpes cactorum,1
lote27_2,9,Melanopareia maximiliani,1
lote27_2,9,Icterus pyrrhopterus,1
Lote3,1,Caracara plancus,1
Lote3,1,Pitangus sulphuratus,1
Lote3,1,Myiopsitta monachus,1
Lote3,1,Ortalis canicollis,1
Lote3,1,Suiriri suiriri,1
Lote3,1,Thraupis sayaca,1
Lote3,1,Cranioleuca pyrrhophia,1
Lote3,1,Cacicus solitarius,1
Lote3,2,Ortalis canicollis,1
Lote3,2,Furnarius rufus,1
Lote3,2,Zonotrichia capensis,1
Lote3,2,Dryocopus schulzi,1
Lote3,2,Setophaga pitiayumi,1
Lote3,2,Polioptila dumicola,1
Lote3,2,Lepidocolaptes angustirostris,1
Lote3,2,Hemitriccus margaritaceiventer,1
Lote3,2,Campylorhamphus trochilirostris,1
Lote3,2,Zenaida auriculata,1
Lote3,2,Elaenia spectabilis,1
Lote3,2,Sittasomus griseicapillus,1
Lote3,2,Myiarchus tyrannulus,1
Lote3,2,Thamnophilus caerulescens,1
Lote3,3,Ortalis canicollis,1
Lote3,3,Saltator aurantiirostris,1
Lote3,3,Setophaga pitiayumi,1
Lote3,3,Cranioleuca pyrrhophia,1
Lote3,3,Stigmatura budytoides,1
Lote3,3,Thectocercus acuticaudatus,1
Lote3,3,Drymornis bridgesii,1
Lote3,3,Thamnophilus caerulescens,1
Lote3,3,Lepidocolaptes angustirostris,1
Lote3,4,Ortalis canicollis,1
Lote3,4,Xiphocolaptes major,1
Lote3,4,Patagioenas picazuro,1
Lote3,4,Asthenes baeri,1
Lote3,4,Turdus amaurochalinus,1
Lote3,4,Amazona aestiva,1
Lote3,4,Hemitriccus margaritaceiventer,1
Lote3,4,Pitangus sulphuratus,1
Lote3,4,Suiriri suiriri,1
Lote3,4,Drymornis bridgesii,1
Lote3,4,Leptotila verreauxi,1
Lote3,5,Ortalis canicollis,1
Lote3,5,Campylorhamphus trochilirostris,1
Lote3,5,Patagioenas maculosa,1
Lote3,5,Furnarius rufus,1
Lote3,5,Asthenes baeri,1
Lote3,5,Saltator aurantiirostris,1
Lote3,5,Suiriri suiriri,1
Lote3,5,Troglodytes aedon,1
Lote3,5,Columbina picui,1
Lote3,5,Amazona aestiva,1
Lote3,5,Melanerpes cactorum,1
Lote3,5,Xiphocolaptes major,1
Lote3,5,Turdus amaurochalinus,1
Lote3,5,Patagioenas picazuro,1
Lote3,5,Thamnophilus caerulescens,1
Lote3,6,Thamnophilus caerulescens,1
Lote3,6,Cyanocorax chrysops,1
Lote3,6,Ortalis canicollis,1
Lote3,6,Taraba major,1
Lote3,6,Thectocercus acuticaudatus,1
Lote3,6,Lepidocolaptes angustirostris,1
Lote3,6,Leptotila verreauxi,1
Lote3,6,Myiopsitta monachus,1
Lote3,6,Turdus amaurochalinus,1
Lote3,6,Furnarius rufus,1
Lote3,6,Cranioleuca pyrrhophia,1
Lote3,6,Xiphocolaptes major,1
Lote3,6,Sittasomus griseicapillus,1
Lote3,6,Patagioenas picazuro,1
Lote3,6,Hemitriccus margaritaceiventer,1
Lote3,6,Crypturellus tataupa,1
Lote3,6,Turdus rufiventris,1
Lote3,6,Setophaga pitiayumi,1
Lote3,7,Leptotila verreauxi,1
Lote3,7,Furnarius rufus,1
Lote3,7,Polioptila dumicola,1
Lote3,7,Ortalis canicollis,1
Lote3,7,Hemitriccus margaritaceiventer,1
Lote3,7,Cyclarhis gujanensis,1
Lote3,7,Turdus amaurochalinus,1
Lote3,7,Drymornis bridgesii,1
Lote3,7,Thamnophilus caerulescens,1
Lote3,7,Myiophobus fasciatus,1
Lote3,7,Patagioenas maculosa,1
Lote3,7,Pitangus sulphuratus,1
Lote3,7,Poospiza melanoleuca,1
Lote3,7,Cacicus solitarius,1
Lote3,7,Crypturellus tataupa,1
Lote3,7,Xiphocolaptes major,1
Lote3,7,Suiriri suiriri,1
Lote3,8,Coryphospingus cucullatus,1
Lote3,8,Setophaga pitiayumi,1
Lote3,8,Ortalis canicollis,1
Lote3,8,Troglodytes aedon,1
Lote3,8,Turdus amaurochalinus,1
Lote3,8,Lepidocolaptes angustirostris,1
Lote3,8,Saltator aurantiirostris,1
Lote3,8,Drymornis bridgesii,1
Lote3,8,Amazona aestiva,1
Lote3,8,Patagioenas maculosa,1
Lote3,8,Hemitriccus margaritaceiventer,1
Lote3,8,Crypturellus tataupa,1
Lote3,8,Poospiza melanoleuca,1
Lote3,9,Leptotila verreauxi,1
Lote3,9,Polioptila dumicola,1
Lote3,9,Hemitriccus margaritaceiventer,1
Lote3,9,Myrmorchilus strigilatus,1
Lote3,9,Lepidocolaptes angustirostris,1
Lote3,9,Turdus amaurochalinus,1
Lote3,9,Thamnophilus caerulescens,1
Lote3,9,Rhinocrypta lanceolata,1
Lote3,9,Casiornis rufus,1
Lote3,9,Xiphocolaptes major,1
Lote3,9,Tarphonomus certhioides,1
Lote3,9,Suiriri suiriri,1
Lote3,9,Poospiza melanoleuca,1
Lote3,9,Furnarius rufus,1
Lote3,9,Thectocercus acuticaudatus,1
Lote3,9,Pipraeidea bonariensis,1
Lote3,9,Sicalis luteola,1
Lote3,9,Rupornis magnirostris,1
Lote3,9,Pseudoseisura lophotes,1
Lote3,9,Campephilus leucopogon,1
Lote4,1,Paroaria coronata,1
Lote4,1,Turdus amaurochalinus,1
Lote4,1,Stigmatura budytoides,1
Lote4,1,Troglodytes aedon,1
Lote4,1,Cranioleuca pyrrhophia,1
Lote4,1,Zenaida auriculata,1
Lote4,1,Patagioenas picazuro,1
Lote4,1,Ortalis canicollis,1
Lote4,1,Myrmorchilus strigilatus,1
Lote4,1,Xiphocolaptes major,1
Lote4,1,Pitangus sulphuratus,1
Lote4,1,Suiriri suiriri,1
Lote4,1,Furnarius rufus,1
Lote4,1,Crypturellus tataupa,1
Lote4,1,Saltator aurantiirostris,1
Lote4,1,Colaptes melanochloros,1
Lote4,2,Casiornis rufus,1
Lote4,2,Hemitriccus margaritaceiventer,1
Lote4,2,Asthenes baeri,1
Lote4,2,Lepidocolaptes angustirostris,1
Lote4,2,Furnarius rufus,1
Lote4,2,Cacicus solitarius,1
Lote4,2,Pitangus sulphuratus,1
Lote4,2,Thamnophilus caerulescens,1
Lote4,2,Stigmatura budytoides,1
Lote4,2,Pseudoseisura lophotes,1
Lote4,2,Ortalis canicollis,1
Lote4,2,Turdus amaurochalinus,1
Lote4,2,Setophaga pitiayumi,1
Lote4,3,Thectocercus acuticaudatus,1
Lote4,3,Ortalis canicollis,1
Lote4,3,Saltator aurantiirostris,1
Lote4,3,Taraba major,1
Lote4,3,Furnarius rufus,1
Lote4,3,Pitangus sulphuratus,1
Lote4,3,Patagioenas picazuro,1
Lote4,3,Furnarius cristatus,1
Lote4,3,Hemitriccus margaritaceiventer,1
Lote4,3,Patagioenas maculosa,1
Lote4,3,Cacicus solitarius,1
Lote4,3,Myiopsitta monachus,1
Lote4,3,Sittasomus griseicapillus,1
Lote4,3,Stigmatura budytoides,1
Lote4,3,Lepidocolaptes angustirostris,1
Lote4,3,Crypturellus tataupa,1
Lote4,3,Nystalus maculatus,1
Lote4,4,Campylorhamphus trochilirostris,1
Lote4,4,Polioptila dumicola,1
Lote4,4,Turdus rufiventris,1
Lote4,4,Hemitriccus margaritaceiventer,1
Lote4,4,Knipolegus striaticeps,1
Lote4,4,Turdus amaurochalinus,1
Lote4,4,Stigmatura budytoides,1
Lote4,4,Saltator coerulescens,1
Lote4,4,Lepidocolaptes angustirostris,1
Lote4,4,Ortalis canicollis,1
Lote4,4,Furnarius rufus,1
Lote4,4,Thamnophilus caerulescens,1
Lote4,4,Patagioenas picazuro,1
Lote4,4,Amazona aestiva,1
Lote4,5,Nystalus maculatus,1
Lote4,5,Furnarius rufus,1
Lote4,5,Saltator coerulescens,1
Lote4,5,Saltator aurantiirostris,1
Lote4,5,Drymornis bridgesii,1
Lote4,5,Poospiza melanoleuca,1
Lote4,5,Setophaga pitiayumi,1
Lote4,5,Amazona aestiva,1
Lote4,5,Ortalis canicollis,1
Lote4,5,Hemitriccus margaritaceiventer,1
Lote4,5,Suiriri suiriri,1
Lote4,6,Ortalis canicollis,1
Lote4,6,Amazona aestiva,1
Lote4,6,Thamnophilus caerulescens,1
Lote4,6,Patagioenas picazuro,1
Lote4,6,Turdus amaurochalinus,1
Lote4,6,Leptotila verreauxi,1
Lote4,6,Crypturellus tataupa,1
Lote4,6,Cyclarhis gujanensis,1
Lote4,6,Furnarius rufus,1
Lote4,6,Sittasomus griseicapillus,1
Lote4,6,Saltator aurantiirostris,1
Lote4,6,Myiopsitta monachus,1
Lote4,6,Nystalus maculatus,1
Lote4,6,Thectocercus acuticaudatus,1
Lote4,6,Hemitriccus margaritaceiventer,1
Lote4,7,Ortalis canicollis,1
Lote4,7,Turdus amaurochalinus,1
Lote4,7,Patagioenas picazuro,1
Lote4,7,Casiornis rufus,1
Lote4,7,Suiriri suiriri,1
Lote4,7,Setophaga pitiayumi,1
Lote4,7,Pitangus sulphuratus,1
Lote4,7,Lepidocolaptes angustirostris,1
Lote4,7,Patagioenas maculosa,1
Lote4,8,Hemitriccus margaritaceiventer,1
Lote4,8,Suiriri suiriri,1
Lote4,8,Euphonia cyanocephala,1
Lote4,8,Thamnophilus caerulescens,1
Lote4,8,Turdus amaurochalinus,1
Lote4,8,Crypturellus tataupa,1
Lote4,8,Lepidocolaptes angustirostris,1
Lote4,8,Synallaxis frontalis,1
Lote4,8,Patagioenas picazuro,1
Lote4,8,Ortalis canicollis,1
Lote4,8,Amazona aestiva,1
Lote4,8,Drymornis bridgesii,1
Lote4,8,Knipolegus striaticeps,1
Lote4,8,Furnarius cristatus,1
Lote4,8,Thamnophilus caerulescens,1
Lote4,8,Taraba major,1
Lote4,9,Ortalis canicollis,1
Lote4,9,Campephilus leucopogon,1
Lote4,9,Lepidocolaptes angustirostris,1
Lote4,9,Saltator aurantiirostris,1
Lote4,9,Asthenes baeri,1
Lote4,9,Sittasomus griseicapillus,1
Lote4,9,Coryphospingus cucullatus,1
Lote4,9,Turdus amaurochalinus,1
Lote4,9,Piranga flava,1
Lote4,9,Hylocharis chrysura,1
Lote4,9,Pitangus sulphuratus,1
Lote4,9,Zenaida auriculata,1
Lote4,9,Patagioenas picazuro,1
Mamani,1,Zenaida auriculata,2
Mamani,1,Columbina picui,1
Mamani,1,Myiopsitta monachus,4
Mamani,1,Coryphospingus cucullatus,3
Mamani,1,Zonotrichia capensis,2
Mamani,1,Sicalis luteola,3
Mamani,1,Fluvicola pica,2
Mamani,1,Paroaria coronata,4
Mamani,1,Amazona aestiva,2
Mamani,1,Columbina talpacoti,4
Mamani,1,Paroaria capitata,1
Mamani,2,Myiopsitta monachus,5
Mamani,2,Coryphospingus cucullatus,1
Mamani,2,Zonotrichia capensis,2
Mamani,2,Phacellodomus sibilatrix,1
Mamani,2,Stigmatura budytoides,2
Mamani,2,Polioptila dumicola,5
Mamani,2,Amazona aestiva,3
Mamani,2,Columbina talpacoti,1
Mamani,2,Ortalis canicollis,2
Mamani,2,Sublegatus modestus,1
Mamani,3,Molothrus bonariensis,9
Mamani,3,Fluvicola pica,2
Mamani,3,Piranga flava,2
Mamani,3,Furnarius cristatus,1
Mamani,3,Polioptila dumicola,1
Mamani,3,Serpophaga subcristata,1
Mamani,3,Columbina talpacoti,2
Mamani,4,Agelaioides badius,7
Mamani,4,Rupornis magnirostris,1
Mamani,4,Troglodytes aedon,1
Mamani,4,Phacellodomus sibilatrix,1
Mamani,4,Pseudoseisura lophotes,2
Mamani,4,Lepidocolaptes angustirostris,1
Mamani,4,Cyclarhis gujanensis,1
Mamani,4,Setophaga pitiayumi,1
Mamani,4,Polioptila dumicola,1
Mamani,4,Thraupis sayaca,1
Mamani,5,Molothrus bonariensis,5
Mamani,5,Agelaioides badius,4
Mamani,5,Buteogallus meridionalis,1
Mamani,5,Fluvicola pica,1
Mamani,5,Furnarius rufus,1
Mamani,5,Melanerpes cactorum,1
Mamani,5,Setophaga pitiayumi,1
Mamani,5,Columbina talpacoti,1
Mamani,5,Herpetotheres cachinnans,1
Mamani,6,Suiriri suiriri,1
Mamani,6,Patagioenas maculosa,6
Mamani,6,Guira guira,3
Mamani,6,Coryphospingus cucullatus,2
Mamani,6,Zonotrichia capensis,3
Mamani,6,Fluvicola pica,6
Mamani,6,Asthenes baeri,2
Mamani,6,Cyclarhis gujanensis,1
Mamani,6,Polioptila dumicola,3
Mamani,6,Serpophaga subcristata,2
Mamani,6,Columbina talpacoti,4
Mamani,6,Serpophaga nigricans,3
Mario-Bos,1,Ortalis canicollis,1
Mario-Bos,1,Elaenia spectabilis,1
Mario-Bos,1,Lepidocolaptes angustirostris,1
Mario-Bos,1,Sittasomus griseicapillus,1
